Age,MonthlyIncome,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
38,9924,No,Travel_Rarely,1245,Sales,14,3,Life Sciences,1,1582,3,Male,80,3,2,Sales Executive,2,Married,12355,0,Y,No,11,3,4,80,1,10,3,3,9,8,7,7
38,4198,No,Travel_Rarely,437,Sales,16,3,Life Sciences,1,1583,2,Female,90,3,2,Sales Executive,2,Single,16379,2,Y,No,12,3,2,80,0,8,5,4,3,2,1,2
36,6815,No,Travel_Rarely,884,Sales,1,4,Life Sciences,1,1585,2,Female,73,3,2,Sales Executive,3,Single,21447,6,Y,No,13,3,1,80,0,15,5,3,1,0,0,0
29,4723,No,Travel_Rarely,1370,Research & Development,3,1,Medical,1,1586,2,Male,87,3,1,Laboratory Technician,1,Single,16213,1,Y,Yes,18,3,4,80,0,10,3,3,10,9,1,5
35,6142,No,Travel_Rarely,670,Research & Development,10,4,Medical,1,1587,1,Female,51,3,2,Healthcare Representative,3,Single,4223,3,Y,Yes,16,3,3,80,0,10,4,3,5,2,0,4
39,8237,No,Travel_Rarely,1462,Sales,6,3,Medical,1,1588,4,Male,38,4,3,Sales Executive,3,Married,4658,2,Y,No,11,3,1,80,1,11,3,3,7,6,7,6
29,8853,No,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,1590,1,Male,87,3,2,Healthcare Representative,4,Divorced,24483,1,Y,No,19,3,4,80,1,6,0,4,6,4,1,3
50,19331,No,Travel_Rarely,264,Sales,9,3,Marketing,1,1591,3,Male,59,3,5,Manager,3,Married,19519,4,Y,Yes,16,3,3,80,1,27,2,3,1,0,0,0
23,2073,No,Travel_Rarely,977,Research & Development,10,3,Technical Degree,1,1592,4,Male,45,4,1,Research Scientist,3,Married,12826,2,Y,No,16,3,4,80,1,4,2,3,2,2,2,2
36,5562,No,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,1594,1,Male,80,4,2,Laboratory Technician,1,Married,19711,3,Y,Yes,13,3,4,80,1,9,3,3,3,2,0,2
42,19613,No,Travel_Rarely,1059,Research & Development,9,2,Other,1,1595,4,Male,93,2,5,Manager,4,Single,26362,8,Y,No,22,4,4,80,0,24,2,3,1,0,0,1
35,3407,No,Travel_Rarely,750,Research & Development,28,3,Life Sciences,1,1596,2,Male,46,4,2,Laboratory Technician,3,Married,25348,1,Y,No,17,3,4,80,2,10,3,2,10,9,6,8
34,5063,No,Travel_Frequently,653,Research & Development,10,4,Technical Degree,1,1597,4,Male,92,2,2,Healthcare Representative,3,Married,15332,1,Y,No,14,3,2,80,1,8,3,2,8,2,7,7
40,4639,No,Travel_Rarely,118,Sales,14,2,Life Sciences,1,1598,4,Female,84,3,2,Sales Executive,1,Married,11262,1,Y,No,15,3,3,80,1,5,2,3,5,4,1,2
43,4876,No,Travel_Rarely,990,Research & Development,27,3,Technical Degree,1,1599,4,Male,87,4,1,Laboratory Technician,2,Divorced,5855,5,Y,No,12,3,3,80,1,8,0,3,6,4,0,2
35,2690,No,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,1,1601,3,Male,63,2,1,Laboratory Technician,4,Married,7713,1,Y,No,18,3,4,80,1,1,5,2,1,0,0,1
46,17567,No,Travel_Rarely,563,Sales,1,4,Life Sciences,1,1602,4,Male,56,4,4,Manager,1,Single,3156,1,Y,No,15,3,2,80,0,27,5,1,26,0,0,12
28,2408,Yes,Travel_Rarely,329,Research & Development,24,3,Medical,1,1604,3,Male,51,3,1,Laboratory Technician,2,Married,7324,1,Y,Yes,17,3,3,80,3,1,3,3,1,1,0,0
22,2814,No,Non-Travel,457,Research & Development,26,2,Other,1,1605,2,Female,85,2,1,Research Scientist,3,Married,10293,1,Y,Yes,14,3,2,80,0,4,2,2,4,2,1,3
50,11245,No,Travel_Frequently,1234,Research & Development,20,5,Medical,1,1606,2,Male,41,3,4,Healthcare Representative,3,Married,20689,2,Y,Yes,15,3,3,80,1,32,3,3,30,8,12,13
32,3312,No,Travel_Rarely,634,Research & Development,5,4,Other,1,1607,2,Female,35,4,1,Research Scientist,4,Married,18783,3,Y,No,17,3,4,80,2,6,3,3,3,2,0,2
44,19049,No,Travel_Rarely,1313,Research & Development,7,3,Medical,1,1608,2,Female,31,3,5,Research Director,4,Divorced,3549,0,Y,Yes,14,3,4,80,1,23,4,2,22,7,1,10
30,2141,No,Travel_Rarely,241,Research & Development,7,3,Medical,1,1609,2,Male,48,2,1,Research Scientist,2,Married,5348,1,Y,No,12,3,2,80,1,6,3,2,6,4,1,1
45,5769,No,Travel_Rarely,1015,Research & Development,5,5,Medical,1,1611,3,Female,50,1,2,Laboratory Technician,1,Single,23447,1,Y,Yes,14,3,1,80,0,10,3,3,10,7,1,4
45,4385,No,Non-Travel,336,Sales,26,3,Marketing,1,1612,1,Male,52,2,2,Sales Executive,1,Married,24162,1,Y,No,15,3,1,80,1,10,2,3,10,7,4,5
31,5332,No,Travel_Frequently,715,Sales,2,4,Other,1,1613,4,Male,54,3,2,Sales Executive,1,Single,21602,7,Y,No,13,3,4,80,0,10,3,3,5,2,0,3
36,4663,No,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1,1614,3,Female,76,3,2,Manufacturing Director,3,Married,12421,9,Y,Yes,12,3,2,80,2,7,2,3,3,2,1,1
34,4724,No,Travel_Frequently,426,Research & Development,10,4,Life Sciences,1,1615,3,Male,42,4,2,Manufacturing Director,4,Divorced,17000,1,Y,No,13,3,1,80,1,9,3,3,9,7,7,2
49,3211,No,Travel_Rarely,722,Research & Development,25,4,Life Sciences,1,1617,3,Female,84,3,1,Laboratory Technician,1,Married,22102,1,Y,No,14,3,4,80,1,10,3,2,9,6,1,4
39,5377,No,Travel_Rarely,1387,Research & Development,10,5,Medical,1,1618,2,Male,76,3,2,Manufacturing Director,1,Married,3835,2,Y,No,13,3,4,80,3,10,3,3,7,7,7,7
27,4066,No,Travel_Rarely,1302,Research & Development,19,3,Other,1,1619,4,Male,67,2,1,Laboratory Technician,1,Divorced,16290,1,Y,No,11,3,1,80,2,7,3,3,7,7,0,7
35,5208,No,Travel_Rarely,819,Research & Development,18,5,Life Sciences,1,1621,2,Male,48,4,2,Research Scientist,1,Married,26312,1,Y,No,11,3,4,80,0,16,2,3,16,15,1,10
28,4877,No,Travel_Rarely,580,Research & Development,27,3,Medical,1,1622,2,Female,39,1,2,Manufacturing Director,1,Divorced,20460,0,Y,No,21,4,2,80,1,6,5,2,5,3,0,0
21,3117,No,Travel_Rarely,546,Research & Development,5,1,Medical,1,1623,3,Male,97,3,1,Research Scientist,4,Single,26009,1,Y,No,18,3,3,80,0,3,2,3,2,2,2,2
18,1569,Yes,Travel_Frequently,544,Sales,3,2,Medical,1,1624,2,Female,70,3,1,Sales Representative,4,Single,18420,1,Y,Yes,12,3,3,80,0,0,2,4,0,0,0,0
47,19658,No,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,1,1625,4,Female,98,3,5,Manager,3,Married,5220,3,Y,No,11,3,3,80,1,27,2,3,5,2,1,0
39,3069,No,Travel_Rarely,170,Research & Development,3,2,Medical,1,1627,3,Male,76,2,2,Laboratory Technician,3,Divorced,10302,0,Y,No,15,3,4,80,1,11,3,3,10,8,0,7
40,10435,No,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,1628,1,Female,80,2,3,Manufacturing Director,3,Married,25800,1,Y,No,13,3,4,80,2,18,2,3,18,15,14,12
35,4148,No,Non-Travel,208,Research & Development,8,4,Life Sciences,1,1630,3,Female,52,3,2,Healthcare Representative,3,Married,12250,1,Y,No,12,3,4,80,1,15,5,3,14,11,2,9
37,5768,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1,1631,3,Male,85,3,2,Manufacturing Director,3,Married,26493,3,Y,No,17,3,1,80,3,9,2,2,4,3,0,2
39,5042,No,Travel_Frequently,711,Research & Development,4,3,Medical,1,1633,1,Female,81,3,2,Manufacturing Director,3,Single,3140,0,Y,No,13,3,4,80,0,10,2,1,9,2,3,8
45,5770,No,Travel_Rarely,1329,Research & Development,2,2,Other,1,1635,4,Female,59,2,2,Manufacturing Director,4,Divorced,5388,1,Y,No,19,3,1,80,2,10,3,3,10,7,3,9
38,7756,No,Travel_Rarely,397,Research & Development,2,2,Medical,1,1638,4,Female,54,2,3,Manufacturing Director,3,Married,14199,3,Y,Yes,19,3,4,80,1,10,6,4,5,4,0,2
35,10306,Yes,Travel_Rarely,737,Sales,10,3,Medical,1,1639,4,Male,55,2,3,Sales Executive,1,Married,21530,9,Y,No,17,3,3,80,0,15,3,3,13,12,6,0
37,3936,No,Travel_Rarely,1470,Research & Development,10,3,Medical,1,1640,2,Female,71,3,1,Research Scientist,2,Married,9953,1,Y,No,11,3,1,80,1,8,2,1,8,4,7,7
40,7945,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1,1641,3,Female,84,3,3,Manufacturing Director,4,Single,19948,6,Y,Yes,15,3,4,80,0,18,2,2,4,2,3,3
44,5743,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,1642,1,Male,37,3,2,Human Resources,4,Married,10503,4,Y,Yes,11,3,3,80,0,14,3,3,10,7,0,2
48,15202,No,Travel_Frequently,365,Research & Development,4,5,Medical,1,1644,3,Male,89,2,4,Manager,4,Married,5602,2,Y,No,25,4,2,80,1,23,3,3,2,2,2,2
35,5440,Yes,Travel_Rarely,763,Sales,15,2,Medical,1,1645,1,Male,59,1,2,Sales Executive,4,Divorced,22098,6,Y,Yes,14,3,4,80,2,7,2,2,2,2,2,2
24,3760,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,1646,1,Female,32,3,1,Research Scientist,4,Single,17218,1,Y,Yes,13,3,3,80,0,6,2,3,6,3,1,3
27,3517,No,Travel_Rarely,486,Research & Development,8,3,Medical,1,1647,2,Female,86,4,1,Research Scientist,3,Married,22490,7,Y,No,17,3,1,80,0,5,0,3,3,2,0,2
27,2580,No,Travel_Frequently,591,Research & Development,2,3,Medical,1,1648,4,Male,87,3,1,Research Scientist,4,Single,6297,2,Y,No,13,3,3,80,0,6,0,2,4,2,1,2
40,2166,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1649,1,Male,73,3,1,Laboratory Technician,1,Single,3339,3,Y,Yes,14,3,2,80,0,10,3,1,4,2,0,3
29,5869,No,Travel_Rarely,469,Sales,10,3,Medical,1,1650,3,Male,42,2,2,Sales Executive,3,Single,23413,9,Y,No,11,3,3,80,0,8,2,3,5,2,1,4
36,8008,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,1651,2,Female,42,3,3,Healthcare Representative,1,Married,22792,4,Y,No,12,3,3,80,2,9,6,3,3,2,0,2
25,5206,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,1,1653,4,Male,77,4,2,Manufacturing Director,3,Divorced,4973,1,Y,No,17,3,3,80,2,7,6,3,7,7,0,7
39,5295,No,Travel_Rarely,492,Research & Development,12,3,Medical,1,1654,4,Male,66,3,2,Manufacturing Director,2,Married,7693,4,Y,No,21,4,3,80,0,7,3,3,5,4,1,0
49,16413,No,Travel_Rarely,301,Research & Development,22,4,Other,1,1655,1,Female,72,3,4,Research Director,2,Married,3498,3,Y,No,16,3,2,80,2,27,2,3,4,2,1,2
50,13269,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1,1656,4,Female,50,2,3,Research Director,1,Divorced,21981,5,Y,No,15,3,3,80,3,19,3,3,14,11,1,11
20,2783,No,Travel_Rarely,1141,Sales,2,3,Medical,1,1657,3,Female,31,3,1,Sales Representative,3,Single,13251,1,Y,No,19,3,1,80,0,2,3,3,2,2,2,2
34,5433,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1,1658,4,Female,66,3,2,Research Scientist,2,Divorced,19332,1,Y,No,12,3,3,80,1,11,2,3,11,8,7,9
36,2013,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,1659,1,Male,77,3,1,Laboratory Technician,2,Single,10950,2,Y,No,11,3,3,80,0,15,4,3,4,3,1,3
49,13966,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1,1661,3,Female,41,2,4,Healthcare Representative,3,Married,11652,2,Y,Yes,19,3,2,80,1,30,3,3,15,11,2,12
36,4374,No,Non-Travel,894,Research & Development,1,4,Medical,1,1662,4,Female,33,2,2,Manufacturing Director,3,Married,15411,0,Y,No,15,3,3,80,0,4,6,3,3,2,1,2
36,6842,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1,1664,4,Male,79,4,2,Healthcare Representative,1,Divorced,26308,6,Y,No,20,4,1,80,1,13,3,3,5,4,0,4
54,17426,No,Travel_Rarely,584,Research & Development,22,5,Medical,1,1665,2,Female,91,3,4,Manager,3,Married,18685,3,Y,No,25,4,3,80,1,36,6,3,10,8,4,7
43,17603,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1,1666,3,Male,65,2,4,Research Director,3,Married,3525,1,Y,No,24,4,1,80,1,14,3,3,14,10,6,11
35,4581,Yes,Travel_Frequently,880,Sales,12,4,Other,1,1667,4,Male,36,3,2,Sales Executive,4,Single,10414,3,Y,Yes,24,4,1,80,0,13,2,4,11,9,6,7
38,4735,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1,1668,4,Male,90,3,2,Research Scientist,4,Married,9867,7,Y,No,15,3,4,80,2,19,4,4,13,11,2,9
29,4187,No,Travel_Rarely,991,Sales,5,3,Medical,1,1669,1,Male,43,2,2,Sales Executive,2,Divorced,3356,1,Y,Yes,13,3,2,80,1,10,3,2,10,0,0,9
33,5505,No,Travel_Rarely,392,Sales,2,4,Medical,1,1670,4,Male,93,3,2,Sales Executive,4,Divorced,3921,1,Y,No,14,3,3,80,2,6,5,3,6,2,0,4
32,5470,No,Travel_Rarely,977,Research & Development,2,3,Medical,1,1671,4,Male,45,3,2,Research Scientist,2,Divorced,25518,0,Y,No,13,3,3,80,2,10,4,2,9,5,1,6
31,5476,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,1673,1,Female,67,3,2,Sales Executive,4,Married,22589,1,Y,No,11,3,1,80,2,10,2,3,10,0,0,2
49,2587,No,Travel_Rarely,464,Research & Development,16,3,Medical,1,1674,4,Female,74,3,1,Laboratory Technician,1,Divorced,24941,4,Y,Yes,16,3,2,80,1,17,2,2,2,2,2,2
38,2440,No,Travel_Frequently,148,Research & Development,2,3,Medical,1,1675,4,Female,42,2,1,Laboratory Technician,2,Single,23826,1,Y,No,22,4,2,80,0,4,3,3,4,3,3,3
47,15972,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,1,1676,2,Female,47,4,4,Manager,2,Divorced,21086,6,Y,No,14,3,3,80,3,29,2,3,3,2,1,2
49,15379,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1,1677,3,Male,36,3,4,Manager,3,Single,22384,4,Y,No,14,3,1,80,0,23,2,3,8,7,0,0
41,7082,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,1,1678,4,Male,80,3,3,Sales Executive,3,Single,11591,3,Y,Yes,16,3,4,80,0,21,2,3,2,0,0,2
20,2728,No,Travel_Rarely,727,Sales,9,1,Life Sciences,1,1680,4,Male,54,3,1,Sales Representative,1,Single,21082,1,Y,No,11,3,1,80,0,2,3,3,2,2,0,2
33,5368,No,Non-Travel,530,Sales,16,3,Life Sciences,1,1681,3,Female,36,3,2,Sales Executive,4,Divorced,16130,1,Y,Yes,25,4,3,80,1,7,2,3,6,5,1,2
36,5347,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,1682,1,Male,80,3,2,Healthcare Representative,3,Married,7419,6,Y,No,14,3,2,80,2,10,2,2,3,2,0,2
44,3195,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1,1683,3,Female,44,3,1,Human Resources,4,Divorced,4167,4,Y,Yes,18,3,1,80,3,8,2,3,2,2,2,2
23,3989,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,1,1684,4,Male,93,2,1,Laboratory Technician,3,Single,20586,1,Y,Yes,11,3,1,80,0,5,2,3,5,4,1,2
38,3306,No,Travel_Rarely,1495,Research & Development,4,2,Medical,1,1687,4,Female,87,3,1,Laboratory Technician,3,Married,26176,7,Y,No,19,3,4,80,1,7,5,2,0,0,0,0
53,7005,No,Travel_Rarely,1395,Research & Development,24,4,Medical,1,1689,2,Male,48,4,3,Healthcare Representative,4,Married,3458,3,Y,No,15,3,3,80,0,11,2,3,4,3,1,2
48,2655,Yes,Travel_Frequently,708,Sales,7,2,Medical,1,1691,4,Female,95,3,1,Sales Representative,3,Married,11740,2,Y,Yes,11,3,3,80,2,19,3,3,9,7,7,7
32,1393,Yes,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,1,1692,4,Male,95,3,1,Laboratory Technician,2,Single,24852,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0
26,2570,No,Non-Travel,786,Research & Development,7,3,Medical,1,1693,4,Male,76,3,1,Laboratory Technician,4,Single,11925,1,Y,No,20,4,3,80,0,7,5,3,7,7,5,7
55,3537,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,1694,1,Male,94,2,1,Research Scientist,2,Divorced,23737,5,Y,No,12,3,4,80,1,8,1,3,4,2,1,2
34,3986,No,Travel_Rarely,1157,Research & Development,5,2,Medical,1,1696,2,Male,57,2,2,Laboratory Technician,4,Married,11912,1,Y,No,14,3,3,80,1,15,3,4,15,10,4,13
60,10883,No,Travel_Rarely,370,Research & Development,1,4,Medical,1,1697,3,Male,92,1,3,Healthcare Representative,4,Divorced,20467,3,Y,No,20,4,3,80,1,19,2,4,1,0,0,0
33,2028,No,Travel_Rarely,267,Research & Development,21,3,Medical,1,1698,2,Male,79,4,1,Laboratory Technician,2,Married,13637,1,Y,No,18,3,4,80,3,14,6,3,14,11,2,13
37,9525,No,Travel_Frequently,1278,Sales,1,4,Medical,1,1700,3,Male,31,1,2,Sales Executive,4,Divorced,7677,1,Y,No,14,3,3,80,2,6,2,2,6,3,1,3
34,2929,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1,1701,2,Female,35,2,1,Research Scientist,4,Married,20338,1,Y,No,12,3,2,80,0,10,3,3,10,9,8,7
23,2275,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,1,1702,3,Male,99,3,1,Sales Representative,4,Divorced,25103,1,Y,Yes,21,4,2,80,1,3,2,3,3,2,0,2
44,7879,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1,1703,3,Female,96,4,3,Healthcare Representative,4,Married,14810,1,Y,Yes,19,3,2,80,1,9,2,3,8,7,6,7
35,4930,No,Travel_Frequently,146,Research & Development,2,4,Medical,1,1704,1,Male,79,2,1,Research Scientist,4,Single,13970,0,Y,Yes,14,3,3,80,0,6,2,4,5,4,1,4
43,7847,No,Travel_Rarely,1179,Sales,2,3,Medical,1,1706,4,Male,73,3,2,Sales Executive,4,Married,6069,1,Y,Yes,17,3,1,80,1,10,3,3,10,9,8,8
24,4401,No,Travel_Rarely,581,Research & Development,9,3,Medical,1,1707,3,Male,62,4,1,Research Scientist,3,Married,17616,1,Y,No,16,3,4,80,1,5,1,3,5,3,0,4
41,9241,No,Travel_Rarely,918,Sales,6,3,Marketing,1,1708,4,Male,35,3,3,Sales Executive,3,Single,15869,1,Y,No,12,3,2,80,0,10,3,3,10,8,8,7
29,2974,No,Travel_Rarely,1082,Research & Development,9,4,Medical,1,1709,4,Female,43,3,1,Laboratory Technician,3,Married,25412,9,Y,No,17,3,3,80,1,9,2,3,5,3,1,2
36,4502,No,Travel_Rarely,530,Sales,2,4,Life Sciences,1,1710,3,Female,51,3,2,Sales Representative,4,Single,7439,3,Y,No,15,3,3,80,0,17,2,2,13,7,6,7
45,10748,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,1,1712,3,Male,74,2,3,Healthcare Representative,3,Married,3395,3,Y,No,23,4,4,80,1,25,3,2,23,15,14,4
24,1555,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,1,1714,4,Male,58,1,1,Human Resources,3,Married,11585,1,Y,No,11,3,3,80,1,1,2,3,1,0,0,0
47,12936,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,1,1716,3,Male,82,1,4,Sales Executive,3,Married,24164,7,Y,No,11,3,3,80,0,25,3,1,23,5,14,10
26,2305,No,Travel_Rarely,390,Research & Development,17,4,Medical,1,1718,4,Male,62,1,1,Laboratory Technician,3,Married,6217,1,Y,No,15,3,3,80,3,3,3,4,3,2,0,2
45,16704,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,1,1719,4,Female,48,2,4,Research Director,2,Single,17119,1,Y,No,11,3,3,80,0,21,2,3,21,6,8,6
32,3433,No,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,1720,1,Male,56,3,1,Research Scientist,3,Married,17360,6,Y,No,13,3,1,80,1,10,3,2,5,2,1,3
31,3477,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1,1721,2,Male,69,3,1,Laboratory Technician,3,Married,18103,1,Y,No,14,3,4,80,1,6,2,4,5,2,0,3
41,6430,No,Non-Travel,552,Human Resources,4,3,Human Resources,1,1722,3,Male,60,1,2,Human Resources,2,Married,20794,6,Y,No,19,3,2,80,1,10,4,3,3,2,1,2
40,6516,No,Travel_Rarely,369,Research & Development,8,2,Life Sciences,1,1724,2,Female,92,3,2,Manufacturing Director,1,Married,5041,2,Y,Yes,16,3,2,80,1,18,3,3,1,0,0,0
24,3907,No,Travel_Rarely,506,Research & Development,29,1,Medical,1,1725,2,Male,91,3,1,Laboratory Technician,1,Divorced,3622,1,Y,No,13,3,2,80,3,6,2,4,6,2,1,2
46,5562,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1,1727,3,Male,34,3,2,Healthcare Representative,2,Single,9697,6,Y,No,14,3,4,80,0,19,3,3,10,7,0,9
35,6883,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,1,1728,4,Male,49,3,2,Manufacturing Director,3,Married,5151,2,Y,No,16,3,2,80,1,17,3,3,7,7,0,7
30,2862,No,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1,1729,2,Male,33,3,1,Research Scientist,4,Married,3811,1,Y,No,12,3,2,80,1,10,2,2,10,0,0,8
47,4978,No,Non-Travel,543,Sales,2,4,Marketing,1,1731,3,Male,87,3,2,Sales Executive,2,Married,3536,7,Y,No,11,3,4,80,1,4,3,1,1,0,0,0
46,10368,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,1,1732,3,Male,74,3,3,Sales Executive,4,Divorced,5596,4,Y,Yes,12,3,2,80,1,13,5,2,10,6,0,3
36,6134,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,1,1733,2,Male,96,2,2,Sales Executive,1,Divorced,8658,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2
32,6735,Yes,Travel_Rarely,964,Sales,1,2,Life Sciences,1,1734,1,Male,34,1,2,Sales Executive,2,Single,12147,6,Y,No,15,3,2,80,0,10,2,3,0,0,0,0
23,3295,No,Travel_Rarely,160,Research & Development,4,1,Medical,1,1735,3,Female,51,3,1,Laboratory Technician,2,Single,12862,1,Y,No,13,3,3,80,0,3,3,1,3,2,1,2
31,5238,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1,1736,4,Female,30,3,2,Manufacturing Director,4,Single,6670,2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4
39,6472,No,Non-Travel,792,Research & Development,1,3,Life Sciences,1,1737,4,Male,77,3,2,Laboratory Technician,4,Married,8989,1,Y,Yes,15,3,4,80,1,9,2,3,9,8,5,8
32,9610,No,Travel_Rarely,371,Sales,19,3,Life Sciences,1,1739,4,Male,80,1,3,Sales Executive,3,Married,3840,3,Y,No,13,3,3,80,1,10,2,1,4,3,0,2
40,19833,No,Travel_Rarely,611,Sales,7,4,Medical,1,1740,2,Male,88,3,5,Manager,2,Single,4349,1,Y,No,14,3,2,80,0,21,3,2,21,8,12,8
45,9756,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1,1744,3,Female,56,1,3,Human Resources,3,Married,6595,4,Y,No,21,4,3,80,2,9,2,4,5,0,0,3
30,4968,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1,1745,4,Female,78,2,1,Research Scientist,1,Single,26427,0,Y,No,16,3,4,80,0,10,2,3,9,7,0,7
24,2145,No,Travel_Frequently,897,Human Resources,10,3,Medical,1,1746,1,Male,59,3,1,Human Resources,4,Married,2097,0,Y,No,14,3,4,80,1,3,2,3,2,2,2,1
30,2180,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,1,1747,3,Female,66,2,1,Human Resources,4,Divorced,9732,6,Y,No,11,3,3,80,1,6,0,2,4,2,1,2
31,8346,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,1749,1,Male,51,3,2,Sales Executive,3,Married,20943,1,Y,No,19,3,3,80,1,6,3,3,5,2,0,2
27,3445,No,Travel_Rarely,1054,Research & Development,8,3,Medical,1,1751,3,Female,67,3,1,Research Scientist,4,Single,6152,1,Y,No,11,3,3,80,0,6,5,2,6,2,1,4
29,2760,Yes,Travel_Rarely,428,Sales,9,3,Marketing,1,1752,2,Female,52,1,1,Sales Representative,2,Single,14630,1,Y,No,13,3,3,80,0,2,3,3,2,2,2,2
29,6294,No,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1,1753,4,Male,70,4,2,Healthcare Representative,3,Single,23060,8,Y,Yes,12,3,4,80,0,10,5,4,3,2,0,2
30,7140,No,Travel_Rarely,979,Sales,15,2,Marketing,1,1754,3,Male,94,2,3,Sales Executive,1,Divorced,3088,2,Y,No,11,3,1,80,1,12,2,3,7,7,1,7
34,2932,No,Travel_Rarely,181,Research & Development,2,4,Medical,1,1755,4,Male,97,4,1,Research Scientist,4,Married,5586,0,Y,Yes,14,3,1,80,3,6,3,3,5,0,1,2
33,5147,No,Non-Travel,1283,Sales,2,3,Marketing,1,1756,4,Female,62,3,2,Sales Executive,2,Single,10697,8,Y,No,15,3,4,80,0,13,2,2,11,7,1,7
49,4507,No,Travel_Rarely,1313,Sales,11,4,Marketing,1,1757,4,Female,80,3,2,Sales Executive,4,Single,8191,3,Y,No,12,3,3,80,0,8,1,4,5,1,0,4
33,8564,Yes,Travel_Rarely,211,Sales,16,3,Life Sciences,1,1758,1,Female,74,3,3,Sales Executive,1,Single,10092,2,Y,Yes,20,4,3,80,0,11,2,2,0,0,0,0
38,2468,No,Travel_Frequently,594,Research & Development,2,2,Medical,1,1760,3,Female,75,2,1,Laboratory Technician,2,Married,15963,4,Y,No,14,3,2,80,1,9,4,2,6,1,0,5
31,8161,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1,1761,1,Male,70,3,3,Sales Executive,3,Married,19002,2,Y,No,13,3,1,80,3,10,2,3,1,0,0,0
29,2109,No,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1,1762,4,Female,91,2,1,Research Scientist,1,Divorced,10007,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0
30,5294,No,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1,1763,3,Male,58,4,2,Healthcare Representative,3,Married,9128,3,Y,No,16,3,3,80,1,10,3,3,7,0,1,7
